baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
1.78940832846972	-3.85257270421678	0.740889511281889	-5.19992879579446	1.99364886126807e-07	3.77033593572812e-06
78.9394009861973	-3.21482379477353	0.394772843521531	-8.14347756572115	3.84083702850419e-16	7.46587445076768e-14
1.25284460005201	-3.65873188707234	1.36667961552465	-2.67709552810429	0.00742634578387003	0.0252704836229687
2.3747367389872	-3.74127155675832	0.557344861136794	-6.71266897325903	1.91096308019464e-11	1.02946311077343e-09
3.61664451215247	-3.48291176128309	0.407895569274128	-8.53873398890092	1.35700370837338e-17	3.66454768064718e-15
2.36820895490697	-4.26524664731012	1.03196181350267	-4.1331438736411	3.57834570221215e-05	0.00030921039512011
0.746866160224963	-3.02894417352025	1.14975487317989	-2.63442603651947	0.0084279663682103	0.0280411692028596
1.38489964353103	-3.69363954606372	0.786382205237836	-4.69700296047086	2.64006626495745e-06	3.51791162019595e-05
4.07321152937236	-3.86150802972294	0.565167492669332	-6.83250201012929	8.34462364618203e-12	5.02676929229272e-10
1.94229564345364	-4.17533403938771	0.668093991077316	-6.24962070479768	4.11450656616668e-10	1.6028723410139e-08
2.61669797488773	-3.32463377984747	1.15128619083957	-2.88775615159859	0.00388000540175196	0.0150684864778647
1.70923828096769	-3.33172531163718	0.578781331374501	-5.75644916487707	8.59016342409306e-09	2.45405350547386e-07
21.7609387207182	3.83768932141385	0.507781171969368	7.55776214885998	4.10063000163138e-14	4.62978315453651e-12
31.4513555856563	-3.54435326823819	0.381451410759499	-9.29175556378492	1.51764133350254e-20	6.81312555790247e-18
122.225450590873	-3.46796516391424	0.475293589138989	-7.2964694731031	2.95416834520678e-13	2.69086203617748e-11
2.02569887336206	-4.14744816198854	0.670173275550462	-6.18862063483796	6.06929513615931e-10	2.25713135684978e-08
21.7319561190903	-3.01577846214433	0.382909752787625	-7.87595103073018	3.3816067304444e-15	5.02048778760072e-13
3.2205145038765	-3.19679597607469	0.523276386007646	-6.10919212400305	1.00136725469752e-09	3.51597385238766e-08
0.867791502303135	-3.11148709659235	0.910106105855421	-3.41881795603143	0.00062893789001888	0.00342536797120335
1.3124989881478	-3.24854922435033	0.931753507335843	-3.48648993405872	0.00048940380119774	0.00276858946042108
1.01691584968121	-3.35269235333908	1.042701240026	-3.21539116348943	0.00130266881494449	0.00623691385293504
2.64829115662436	-3.79068508093995	0.885603815374548	-4.28033960009167	1.8660834136446e-05	0.00018043591161163
2.63428894376099	-3.17200270439784	0.587700161558364	-5.3973146714591	6.76456886439833e-08	1.47111817691154e-06
8.86450393768815	-3.05006766212632	0.387061279001109	-7.88006403016506	3.27213358085064e-15	4.89651417991578e-13
6.65168955299029	-3.82635005502329	0.507157059330553	-7.54470431718739	4.53314816685453e-14	5.03261478189629e-12
2.11592023600993	-3.11568832464454	1.24320837910387	-2.50616741088119	0.012204781818432	0.0377247805223829
1.02981190605464	-3.12693398537235	0.969017146000657	-3.22691295843204	0.00125133519277867	0.00603579561520642
2.42069660887753	-4.08203219552002	1.08460715941486	-3.76360432446552	0.00016748181005485	0.00113715143269147
36.4133019049512	-3.41630755785688	0.456148218533329	-7.48946815761216	6.91532584933222e-14	7.28427200498094e-12
96.0832669144089	3.43454204510403	0.368701188329959	9.31524539061259	1.21670958308182e-20	5.59538029000187e-18
3.12800670573975	-4.78302131642844	1.2000036881118	-3.98583884684097	6.72421404582622e-05	0.00052534002995892
1.05590045309388	-3.15756887867015	0.687917051345106	-4.59004304733551	4.43154605951202e-06	5.42576629559085e-05
1.10476870733386	-3.23644321446555	1.36969018993219	-2.36290165342119	0.0181324807609195	0.0517855081410387
12.7586001369041	3.2057690073524	0.313587667080853	10.2228797362935	1.5661769275648e-24	1.18121063876937e-21
1.75694357545547	-3.16029194994673	0.833594772292588	-3.7911609513279	0.00014994473968148	0.00103560735043752
0.89931904352266	-3.17165499051954	1.2977697548386	-2.4439273443493	0.0145283520246265	0.0433917436122814
1.15683824361613	-3.41749171938933	0.885016616486869	-3.86150006194832	0.00011269298373691	0.00081348629722796
14.937855897732	3.29281301081931	0.716374262639481	4.59649820289039	4.29650677882333e-06	5.28233334232536e-05
2.95896515097014	-3.333521874264	0.644252396593075	-5.17424830996715	2.28830339590274e-07	4.27187728017289e-06
33.3756062526794	-3.77398760280473	0.431705856260761	-8.74203476295942	2.28949012668239e-18	6.96263489332203e-16
1.37867620162736	-3.21321714404883	0.629656017415194	-5.1031310035588	3.3407956619272e-07	5.88698151454554e-06
2.05177057983721	-3.83446224371922	0.968035106262963	-3.96107767054225	7.4612255862845e-05	0.00057467895600242
2.40885053981969	-3.08483180200433	0.726752299903734	-4.24468116910391	2.18904446317319e-05	0.00020585752295825
2.60596357537987	-3.88241809764008	1.00714122569756	-3.85488946195314	0.00011578193062423	0.00083227918487229
2.58137012790609	-3.32654193464356	0.940902259826081	-3.53548086414251	0.00040703372429078	0.00237090542832953
1.4934922344075	-3.92134550321458	0.792616554338054	-4.94734242144292	7.52335636170909e-07	1.20297121969306e-05
4.93246234412962	-5.34527431515003	1.13234657322256	-4.72052853918907	2.35232599455476e-06	3.17943416683369e-05
2.50293161793707	-3.82070047365951	0.690135577798668	-5.53615926575825	3.09176442651493e-08	7.38849407629138e-07
6.37531976080176	-5.5193374835373	0.858675415858958	-6.42773437040368	1.29519810211313e-10	5.66611605924435e-09
1.17902037087314	-3.33133412436687	0.949804204228069	-3.50739037533987	0.00045252476234467	0.00258791458720316
1.22982032972912	-3.39474309976557	0.816778222578456	-4.1562605440787	3.23498890659985e-05	0.00028529333879298
1.7090660068576	-3.66191024276338	0.780743312168421	-4.69028704529388	2.72822042760455e-06	3.62002787913327e-05
1.88565219096324	-3.26959057753152	0.568110641938576	-5.7552003714886	8.65390869420158e-09	2.46107765353199e-07
1.40027171295448	-3.12763883295322	0.633097972134777	-4.94021300116784	7.80372767293727e-07	1.24063478307953e-05
2.01570953449739	-3.13735631387366	0.67856987864759	-4.62348302304031	3.77349638584036e-06	4.73066983743485e-05
1.55189238189458	-3.63812096129675	1.22161100092479	-2.97813375824432	0.00290009392385296	0.0119589148081165
2.99424831786394	-3.44071115298178	0.569075907591424	-6.04613744332344	1.4835954668163e-09	5.04931273047318e-08
2.59429745796075	-4.40230772203385	0.918164456325964	-4.79468323098641	1.6293208229187e-06	2.32910114602973e-05
0.900029107011677	-3.1801865599666	1.24109457271699	-2.56240469491746	0.0103950113068887	0.0331918608283464
1.84088596094675	-3.45424680033202	0.775553723052219	-4.45391040963314	8.43202961567946e-06	9.35761732805393e-05
1.91473379389019	-4.38426226268098	0.908132543752053	-4.82777794149619	1.38064919236055e-06	2.02269934125549e-05
0.961022489661876	-3.14339061999981	0.773948932025521	-4.06149616586868	4.8759219211493e-05	0.00040188115561438
1.23809816608083	-3.62766319535642	0.624242265836334	-5.81130659343648	6.19871190618384e-09	1.83768416652667e-07
1.73080896771825	-3.77309940474405	0.745703216987445	-5.0597869484685	4.19725191830787e-07	7.19447135633591e-06
1.50775579310916	-3.69987006554072	0.69854481658304	-5.29653928811438	1.18017955511231e-07	2.39787559392699e-06
1.6610898032671	-4.18061531856443	1.82097269867126	-2.29581438624257	0.0216864965201025	0.0599923732326114
2.56250261973882	-3.12546277890683	0.674319713169155	-4.63498651732698	3.56960745095982e-06	4.50803405812775e-05
2.18056097303611	-3.59283051347606	0.538733877322611	-6.66902651700993	2.57505729167376e-11	1.31579146976988e-09
8.2504208936899	-5.69834206346775	1.01308418847852	-5.62474681598345	1.85780251850283e-08	4.77232513438295e-07
1.65951774281711	-3.5108741370727	0.785942154990515	-4.46708974035763	7.92908741962607e-06	8.87257823721362e-05
1.98892544868626	-3.89570483402829	1.22924162333585	-3.16919372080513	0.00152862472982975	0.00708859303515493
0.903465891479779	-3.05491436820914	0.900148079556312	-3.39379090795253	0.00068932301736683	0.00369109770756177
1.77219940136912	-3.49924997376245	0.649039453192619	-5.39142875914503	6.98996706152656e-08	1.50740864275153e-06
54.4090843890281	-3.01995127390344	0.539503421181306	-5.59764990422285	2.17276958623026e-08	5.49163144080048e-07
3.59464973812323	-4.05255685947626	0.696020951795528	-5.82246389138411	5.79863306068863e-09	1.73544803744895e-07
117.506121902031	3.05020063524836	0.357231673953388	8.53843837947684	1.36047911771574e-17	3.66454768064718e-15
2.55358954898521	-4.80023433251277	2.10693835157722	-2.27829842715588	0.0227088033159549	0.0621209268831284
1.34193125731365	-3.06442263414314	0.993311212352461	-3.08505793152749	0.0020351250919582	0.00896129930146471
1.33998830655771	-3.41175580596902	0.612662937061205	-5.56873216835081	2.56599556053073e-08	6.29152747643782e-07
2.85868044612013	-4.12334435941307	0.923885227338843	-4.46304826335403	8.0801843747157e-06	9.0238031368237e-05
1.10152324888769	-3.11727611496903	0.567295151560151	-5.49498106302518	3.90752342838586e-08	9.12965975739967e-07
2.39500404767474	-3.74362936598365	1.22560790017904	-3.0545081876812	0.00225429861087294	0.00975104388804986
1.59309116047102	-4.0120051548853	1.67168869562923	-2.39997145723065	0.0163963502968058	0.0477088248219558
0.985005459053351	-3.06031599544355	1.16566895322775	-2.62537317046104	0.00865540479859409	0.0286613378077786
5.52714759934114	-3.24491323157284	0.400213644556697	-8.10795252912258	5.14798405233823e-16	9.33319608719591e-14
18.3632823392391	-3.05055331989377	0.359127735754501	-8.49434063755833	1.9905970949483e-17	5.00436109670003e-15
4.96539124378961	-4.44144094350781	0.741325310088673	-5.99121719313286	2.08276260501255e-09	6.91381847139288e-08
5.73614010655808	3.64769952590821	1.50335297022012	2.42637597301858	0.0152504620288423	0.045063071862376
2.59653311998495	-4.71982399529618	2.12629930737472	-2.21973641195585	0.0264366656092069	0.0701566967011395
85.360686987541	-3.01107281070215	0.299073694374899	-10.067996173972	7.65211867015352e-24	5.34372953799054e-21
6.89076663398196	-3.16963217862109	0.972131250787873	-3.26049818484102	0.0011121667907008	0.00547660089805788
0.97721104551242	-3.27839406151148	1.06611681274791	-3.07507959944975	0.00210446379837312	0.00921711147928575
1.91874173616329	-4.38866494674794	2.06314824263252	-2.12716898187991	0.0334060453619274	0.0842636769630958
2.54409863849329	-4.05864297915085	0.882995935376713	-4.59644582329737	4.29758650073036e-06	5.28233334232536e-05
1.33829007135303	-3.86928138749871	1.44500830129485	-2.67768799946097	0.00741322368247655	0.0252303849337717
21.4320586991141	-3.18322345516755	0.87449360407385	-3.64007631426739	0.00027255724832626	0.00170224144325661
0.974474806161407	-3.04581716846687	0.650321110407845	-4.68355881382461	2.81936507767699e-06	3.72262804899157e-05
1.09785062609969	-3.46811498043763	1.43560502837803	-2.41578631439871	0.0157012727719342	0.046084604314262
3.05981166261936	-4.22772344518982	0.917934160908341	-4.6056935510563	4.11093414679547e-06	5.09945153538346e-05
20.9944649941854	-3.53981147207034	0.53300303072913	-6.64125955762015	3.11013786343725e-11	1.56795854051095e-09
2.49503558470693	-3.16225242078245	0.469541054689098	-6.73477300696593	1.64186050952722e-11	9.13194097555625e-10
10.3217021913551	3.28808953873917	0.410699815018746	8.00606530243773	1.18436851187005e-15	2.04874021021191e-13
1.13671968494777	-3.27757279756143	0.724679368251969	-4.52279027270696	6.10297053255603e-06	7.09879761821986e-05
1.0303110025923	-3.12304278898116	0.759661952801072	-4.11109543852457	3.93786376051585e-05	0.00033430176138913
9.13130247522677	-3.04139933677935	0.315836685694823	-9.62965822063529	5.99284723571239e-22	3.4240949887684e-19
3.50163537116503	-4.22473635499395	0.733669160383334	-5.75836709939747	8.49314954536581e-09	2.43002025307849e-07
4.00206838199526	-5.24450304786497	0.703022414628818	-7.45993717801155	8.65637432381822e-14	8.68169882316982e-12
1.41094391550682	-3.14711872172047	0.582488597213766	-5.40288468611088	6.55776202613449e-08	1.43441534805993e-06
2.16816299921504	-3.5952981232271	0.705302562866965	-5.09752595909006	3.44121238146149e-07	6.04697664980954e-06
0.883833848729319	-3.25620954355337	0.870122068271087	-3.74224452210871	0.00018238391600024	0.00121901763069289
39.2584612535252	-3.0701171185015	0.385427543261467	-7.96548449164359	1.64577674754329e-15	2.69835831086338e-13
13.9162615996701	-6.07691023410365	0.800909524420857	-7.587511508866	3.26107657526054e-14	3.77224532678144e-12
29.5052066277195	-5.23267645322882	0.588156342645257	-8.89674406926337	5.75089099010301e-19	1.93630445747129e-16
1.96638675113021	-3.77254177693419	1.51184773943009	-2.49531859495077	0.0125844083092028	0.03861963194499
1.19582055102471	-3.35783708448123	0.941027884065935	-3.56826523564094	0.00035935263413306	0.00213876070599084
2.06263960541492	-3.39988439020414	0.519368129502355	-6.54619372478981	5.90220089383816e-11	2.82451771201316e-09
1.00532111777456	-3.0881696818773	0.901388551860798	-3.42601387104616	0.00061250910133963	0.00335235387685309
1.036090099173	-3.26156411985787	0.764313643591726	-4.26731113228708	1.97843143464379e-05	0.00018954941412707
3.72907231192758	-5.1393418540963	1.30419969050959	-3.94060962557673	8.12747975442754e-05	0.00061816712694526
2.00320992327509	-3.06365566559399	1.37252573258242	-2.23212985583134	0.0256063817088408	0.0683380505477982
3.32690686370856	-4.14756244178834	0.826480071313801	-5.01834537304116	5.2118417805467e-07	8.73500609120648e-06
6.94519871272512	-5.64684555117227	0.815181900778205	-6.92709878099792	4.29558654958695e-12	2.8122668191827e-10
1.48784451940527	-3.89606647493016	0.919749523946151	-4.23600814514611	2.27528526810389e-05	0.00021206378512159
1.05784916653451	-3.05288047606919	0.99286181324719	-3.07482918099612	0.00210623148155354	0.009222711236575
1.07942258580629	-3.44142731449974	0.617343287935971	-5.57457638521644	2.48132914108354e-08	6.111847771677e-07
4.63339098953028	-3.4778915299067	0.421748932159426	-8.24635527136799	1.63298701389986e-16	3.38351320297603e-14
1.97432555187861	-3.88063150441219	0.626914312977578	-6.19005089544188	6.01447920761486e-10	2.2456040685065e-08
1.88538029195347	-3.58776293042479	0.824384040502839	-4.35205287117932	1.34868726323967e-05	0.00013815113107515
1.08267913669913	-3.32221493912581	1.10125746665135	-3.01674680057139	0.0025550313195303	0.0108210052852075
1.86413599420957	-4.12788500346756	1.05052517393415	-3.92935372315629	8.51744703263758e-05	0.00064290017534179
1.29084220393563	-3.23365836955539	0.6546600076873	-4.93944693670665	7.8344458894306e-07	1.24446905851065e-05
1.31141996860199	-3.26372351576975	1.30177593436055	-2.50713154977238	0.0121715403413592	0.0376467180341746
1.62567294414331	-3.58948850379455	0.627951959238546	-5.71618330189965	1.08943219907993e-08	2.99739461119906e-07
7.4170255041258	-4.73425122616417	0.748127400942333	-6.32813504785542	2.48141927385782e-10	1.02828923974921e-08
1.51450107310336	-3.12952759049739	0.712291095094434	-4.39360763043441	1.11484954473193e-05	0.00011809263014562
1.69052421747029	-3.06540258970468	0.602010896284707	-5.09193871510088	3.54420672877769e-07	6.199074014017e-06
3.25661552340444	-3.14270662624138	0.7581861302341	-4.14503312698563	3.39764587725366e-05	0.00029768872219153
1.64799273194844	-3.39445030819339	0.65670793759966	-5.16888880710119	2.35489947178151e-07	4.37885892903752e-06
4.33143914124577	-3.1532887789932	0.460569871396004	-6.8464938217419	7.56819126535915e-12	4.64815134554875e-10
1.37975115253912	-3.21182909217488	0.734276708688372	-4.37413995864329	1.21912148435815e-05	0.00012777396102041
1.37054116793954	-3.55091190236384	0.924930876188494	-3.83911056899369	0.00012348081685293	0.00087723120847533
11.4796867965432	-3.47796893880103	0.529680395528943	-6.56616512175781	5.16275651340567e-11	2.50886015619237e-09
4.14777110219283	-5.29569237261826	1.15996054674868	-4.56540732136267	4.98525408274059e-06	5.99088373040624e-05
9.31586291896238	-3.17058647666043	0.649137841588637	-4.88430387743386	1.03794895802577e-06	1.58465810555271e-05
1.2882970057445	-3.00590947881769	1.26182311496332	-2.38219560505126	0.0172097533298111	0.0496086070988517
3.8479201009163	-4.06573653336925	0.74878246831738	-5.42979664375093	5.64183018878391e-08	1.25205935465896e-06
1.23507985226939	-3.05033007669411	0.923400403185972	-3.30336662857161	0.00095531399788054	0.00483945336647976
24.595522717064	-6.9635570240006	1.02446007379	-6.79729469420791	1.0660190222149e-11	6.20363847650061e-10
